survey,year,strata,species_code,haul_count,catch_count,biomass,biomass_var,cv,se,bio_ll,bio_ul
GOA,2011,EASTERN GOA,232,124,0,0,0,0,0,0,0
GOA,2011,EASTERN GOA,320,124,0,0,0,0,0,0,0
GOA,1999,WESTERN GOA,232,147,0,0,0,0,0,0,0
GOA,1990,EASTERN GOA,320,202,1,172.9,29882.3883387262,0.9997989110655325,172.86523172323058,-165.91585417753194,511.7158541775319
GOA,2007,EASTERN GOA,232,141,2,12339.7,86020409.3124652,0.7516162326959931,9274.718826598746,-5838.748900133542,30518.148900133543
GOA,2015,WESTERN GOA,310,189,6,219.7,9757.17646544797,0.4496059219463088,98.77842105160403,26.094294738856092,413.3057052611439
GOA,1999,CENTRAL GOA,310,414,84,16215.8,4644153.6564183,0.1328969184665795,2155.0298504703596,11991.941493078095,20439.658506921904
GOA,2009,CENTRAL GOA,310,470,91,11156.8,3744030.04401866,0.17343231241231014,1934.9496231216615,7364.298738681543,14949.301261318455
GOA,1987,EASTERN GOA,232,160,0,0,0,0,0,0,0
GOA,1987,EASTERN GOA,310,160,49,7859.3,6923187.07615656,0.3347874480098174,2631.1949901435582,2702.157819318626,13016.442180681373
GOA,1987,EASTERN GOA,320,160,0,0,0,0,0,0,0
GOA,1987,WESTERN GOA,232,177,3,1051.3,443501.660038021,0.6334625729888724,665.9592029832015,-253.98003784707498,2356.580037847075
GOA,2013,CENTRAL GOA,310,313,25,19307.1,65072294.2457329,0.4178121002700525,8066.74000112393,3496.2895977970966,35117.9104022029
GOA,2003,CENTRAL GOA,310,420,133,59854.8,408324059.973127,0.3376008267369785,20207.0299641765,20249.021270214063,99460.57872978595
GOA,1990,WESTERN GOA,310,135,7,305.5,25660.7313002463,0.5243524480814394,160.18967288887976,-8.471758862204297,619.4717588622043
GOA,2013,WESTERN GOA,310,136,5,203.5,9029.36348765062,0.46694330687582003,95.02296294922938,17.254992619510404,389.7450073804896
GOA,2003,CENTRAL GOA,232,420,1,1756.4,3085092.16760727,1.0000245070742724,1756.443044225252,-1686.2283666814938,5199.028366681494
GOA,2003,CENTRAL GOA,320,420,18,38726.5,118530934.595412,0.2811302676163869,10887.191308846006,17387.60503466183,60065.39496533817
GOA,1990,WESTERN GOA,320,135,0,0,0,0,0,0,0
GOA,1987,CENTRAL GOA,232,446,12,11571.2,49959283.1939634,0.610843137489595,7068.188112519601,-2282.448700538418,25424.84870053842
GOA,1987,CENTRAL GOA,310,446,41,1592.2,448064.112223505,0.4204094413335376,669.3759124912585,280.22321151713345,2904.176788482867
GOA,2013,EASTERN GOA,232,99,0,0,0,0,0,0,0
GOA,2003,EASTERN GOA,232,159,0,0,0,0,0,0,0
GOA,1990,CENTRAL GOA,232,371,10,9811.9,11520723.427268,0.34592883324573437,3394.219118923821,3159.2305269093104,16464.56947309069
GOA,1990,CENTRAL GOA,310,371,59,15390.9,50846791.5640529,0.4633058251518408,7130.693624329467,1414.7404963142453,29367.059503685756
GOA,1987,CENTRAL GOA,320,446,6,919.2,202443.57142559,0.4894879212527207,449.9372972155009,37.322897457618296,1801.077102542382
GOA,2013,CENTRAL GOA,320,313,5,38288.7,342338600.483218,0.48323381187393893,18502.394452697685,2024.0068727125326,74553.39312728746
GOA,2013,EASTERN GOA,310,99,28,140873.7,4140256292.22758,0.4567554011303292,64344.82335221366,14757.846229661242,266989.55377033877
GOA,1990,WESTERN GOA,232,135,0,0,0,0,0,0,0
GOA,1993,WESTERN GOA,310,170,7,158,4568.07934140631,0.42776941740555224,67.58756795007726,25.528366817848564,290.47163318215144
GOA,2013,WESTERN GOA,232,136,0,0,0,0,0,0,0
GOA,2003,EASTERN GOA,310,159,69,38809.9,57703578.4704146,0.1957306550735664,7596.287150339605,23921.177185334374,53698.62281466563
GOA,1990,CENTRAL GOA,320,371,2,1478.5,1156345.42505407,0.7273148658868577,1075.335029213719,-629.1566572588895,3586.1566572588895
GOA,1993,EASTERN GOA,320,192,4,1155.2,415929.085378937,0.5582805083921287,644.9256432945871,-108.8542608573905,2419.2542608573904
GOA,2003,WESTERN GOA,310,230,2,79.1,3133.75062512381,0.7077106535154315,55.97991269307063,-30.620628878418444,188.82062887841843
GOA,1993,WESTERN GOA,232,170,0,0,0,0,0,0,0
GOA,1996,EASTERN GOA,320,214,2,3003.1,4513042.22595269,0.7073997540998787,2124.3922015373455,-1160.708715013197,7166.908715013196
GOA,1996,WESTERN GOA,320,200,0,0,0,0,0,0,0
GOA,1996,CENTRAL GOA,232,393,0,0,0,0,0,0,0
GOA,2013,EASTERN GOA,320,99,0,0,0,0,0,0,0
GOA,2013,WESTERN GOA,320,136,1,2559.4,6550447.60463833,0.9999938359468028,2559.384223722247,-2456.9930784956036,7575.793078495604
GOA,1999,CENTRAL GOA,232,414,0,0,0,0,0,0,0
GOA,2009,EASTERN GOA,310,157,76,16536.1,7357748.32423197,0.1640360769562086,2712.516972155561,11219.566734575099,21852.633265424898
GOA,2011,WESTERN GOA,310,163,0,0,0,0,0,0,0
GOA,2011,CENTRAL GOA,310,383,60,15677.8,25949327.6583995,0.3249211151022517,5094.048258350082,5693.4654136338395,25662.13458636616
GOA,2009,EASTERN GOA,320,157,0,0,0,0,0,0,0
GOA,1999,CENTRAL GOA,320,414,7,9536.8,40202017.2768387,0.6648462874538499,6340.506074189875,-2890.591905412155,21964.191905412154
GOA,1999,WESTERN GOA,310,147,3,182.1,14918.6706155267,0.6707414060162517,122.14201003555942,-57.298339669696475,421.49833966969646
GOA,2001,CENTRAL GOA,320,350,11,28023.4,149954087.166823,0.4369767475359169,12245.574186898015,4022.074593679892,52024.72540632011
GOA,2001,CENTRAL GOA,232,350,0,0,0,0,0,0,0
GOA,2001,WESTERN GOA,310,139,4,246.9,16895.1586282704,0.5264535358677094,129.98137800573744,-7.863500891245366,501.66350089124535
GOA,2011,WESTERN GOA,320,163,1,2872.1,8249199.5236012,1.0000146146838989,2872.1419748336257,-2757.2982706739062,8501.498270673907
GOA,2009,WESTERN GOA,232,196,0,0,0,0,0,0,0
GOA,2009,CENTRAL GOA,320,470,6,31484.8,270688442.363319,0.5225572982046061,16452.61202251238,-762.3195641242673,63731.91956412427
GOA,1996,EASTERN GOA,232,214,1,3302,10903482.698943,1.0000127805167203,3302.04220126621,-3170.0027144817723,9774.002714481772
GOA,2009,CENTRAL GOA,232,470,0,0,0,0,0,0,0
GOA,2009,EASTERN GOA,232,157,0,0,0,0,0,0,0
GOA,1993,WESTERN GOA,320,170,2,777.9,302776.130864573,0.7073543781956448,550.2509707983921,-300.59190276484867,1856.3919027648485
GOA,1993,CENTRAL GOA,232,412,7,5903.4,5354877.21976878,0.3919877975508141,2314.0607640614758,1367.8409024395069,10438.959097560492
GOA,2005,EASTERN GOA,320,187,1,3312.2,10970364.5429846,0.9999861312409497,3312.1540638962733,-3179.6219652366954,9804.021965236694
GOA,2007,EASTERN GOA,320,141,0,0,0,0,0,0,0
GOA,1993,EASTERN GOA,310,192,85,25912.8,43138014.6996591,0.2534636787930025,6567.953615827315,13039.610912978462,38785.98908702154
GOA,1993,CENTRAL GOA,310,412,74,7574.3,3810375.8064658,0.2577160124319061,1952.0183929629864,3748.343949792547,11400.256050207454
GOA,1993,CENTRAL GOA,320,412,7,6723.7,18029014.7461999,0.6315062734645881,4246.058730893851,-1598.5751125519482,15045.975112551947
GOA,1999,EASTERN GOA,310,203,81,15345,14514404.8788783,0.24827484761584487,3809.7775366651395,7877.836028136327,22812.163971863672
GOA,1993,EASTERN GOA,232,192,2,1825.2,2207265.06624827,0.8139857178415666,1485.6867322044275,-1086.7459951206777,4737.145995120678
GOA,2003,WESTERN GOA,232,230,1,1856.4,3446168.52689938,0.9999923926381001,1856.3858776933691,-1782.1163202790035,5494.916320279004
GOA,2003,WESTERN GOA,320,230,10,13389.1,47074233.6128427,0.5124367214341339,6861.066506953763,-58.59035362937357,26836.790353629374
GOA,2009,WESTERN GOA,310,196,9,187,4837.36031859323,0.37193120085599957,69.55113456007192,50.679776262259054,323.32022373774095
GOA,2009,WESTERN GOA,320,196,2,8202.9,42117472.5803659,0.791158928698903,6489.797576224231,-4517.1032493994935,20922.903249399493
GOA,1999,WESTERN GOA,320,147,5,8108.1,16638161.6233262,0.5030759697179434,4078.9902700700572,113.27907066268835,16102.920929337313
GOA,2003,EASTERN GOA,320,159,0,0,0,0,0,0,0
GOA,2011,CENTRAL GOA,232,383,1,3765.9,14181818.2003477,0.9999934913899132,3765.875489225274,-3615.215958881537,11147.015958881537
GOA,1999,EASTERN GOA,232,203,0,0,0,0,0,0,0
GOA,1999,EASTERN GOA,320,203,1,1717.1,2948603.17008349,1.000028957355537,1717.1497226751924,-1648.513456443377,5082.713456443376
GOA,1990,EASTERN GOA,232,202,3,2650.1,2145690.77783452,0.5527405231004539,1464.8176602685128,-220.9426141262852,5521.1426141262855
GOA,1990,EASTERN GOA,310,202,48,3251.2,494572.225915225,0.21630729960046916,703.2582924610452,1872.813746776351,4629.586253223649
GOA,2007,CENTRAL GOA,232,470,0,0,0,0,0,0,0
GOA,2007,CENTRAL GOA,310,470,93,27409,20948863.9172679,0.1669886858417189,4576.992890235673,18438.09393513808,36379.90606486192
GOA,2007,CENTRAL GOA,320,470,12,40704.6,288916390.253987,0.41758279683224797,16997.54071193792,7389.42020460168,74019.77979539832
GOA,2005,EASTERN GOA,310,187,78,31973.7,40219120.1954777,0.19834597290082376,6341.854633739069,19543.664917871425,44403.73508212858
GOA,1984,CENTRAL GOA,320,485,1,163.2,26618.7059392882,0.9997083392208614,163.15240096084457,-156.5787058832554,482.9787058832554
GOA,1984,EASTERN GOA,232,202,2,2198.4,2503250.5239625,0.7196899572912063,1582.166402108988,-902.6461481336164,5299.446148133617
GOA,1984,EASTERN GOA,320,202,0,0,0,0,0,0,0
GOA,1984,WESTERN GOA,320,242,0,0,0,0,0,0,0
GOA,2007,EASTERN GOA,310,141,64,135262.9,3199839182.83809,0.418201303097473,56567.12104074318,24391.342760143365,246134.45723985662
GOA,2007,WESTERN GOA,310,205,4,87.5,2319.79859045362,0.5504490000084192,48.164287500736684,-6.9020035014439,181.90200350144391
GOA,2017,WESTERN GOA,232,125,0,0,0,0,0,0,0
GOA,2005,CENTRAL GOA,232,470,1,2455.3,6028558.44632697,1.0000050059048704,2455.3122909982285,-2357.112090356528,7267.712090356528
GOA,2005,CENTRAL GOA,320,470,13,41037.7,188152570.754017,0.3342505002813835,13716.87175539733,14152.631359421233,67922.76864057875
GOA,1984,EASTERN GOA,310,202,63,7959.3,4029920.92529816,0.2522164379951161,2007.4662949345277,4024.666061928326,11893.933938071674
GOA,1996,WESTERN GOA,310,200,7,228.1,9059.4624414662,0.41727842370532015,95.18120844718352,41.54483144352028,414.6551685564797
GOA,2019,WESTERN GOA,232,123,0,0,0,0,0,0,0
GOA,2019,WESTERN GOA,320,123,0,0,0,0,0,0,0
GOA,2019,EASTERN GOA,232,121,0,0,0,0,0,0,0
GOA,2019,EASTERN GOA,320,121,0,0,0,0,0,0,0
GOA,2001,WESTERN GOA,320,139,4,9671.3,35828276.237666,0.6189108579224839,5985.672580225718,-2060.6182572424077,21403.218257242406
GOA,2001,WESTERN GOA,232,139,0,0,0,0,0,0,0
GOA,2019,CENTRAL GOA,232,297,0,0,0,0,0,0,0
GOA,2017,CENTRAL GOA,310,296,63,27385.1,48298938.3694497,0.2537782868371031,6949.74376286275,13763.602224789009,41006.59777521099
GOA,2005,CENTRAL GOA,310,470,77,15936.3,26366104.2108697,0.3222073814200461,5134.793492524281,5872.10475465241,26000.49524534759
GOA,2001,CENTRAL GOA,310,350,71,31527.4,203997465.388512,0.4530271486916272,14282.768127660407,3533.1744697856047,59521.6255302144
GOA,2017,WESTERN GOA,310,125,0,0,0,0,0,0,0
GOA,2017,CENTRAL GOA,232,296,0,0,0,0,0,0,0
GOA,2017,CENTRAL GOA,320,296,1,6561.4,43051608.9988703,0.9999958078354296,6561.372493531388,-6298.890087321521,19421.69008732152
GOA,2005,WESTERN GOA,232,180,0,0,0,0,0,0,0
GOA,2005,WESTERN GOA,310,180,1,28.8,831.671170433151,1.0013440827554176,28.83870958335603,-27.723870783377823,85.32387078337783
GOA,2005,WESTERN GOA,320,180,11,12672.1,25918430.0984233,0.4017498791291576,5091.014643312598,2693.711299107308,22650.488700892693
GOA,1996,EASTERN GOA,310,214,61,25041,438131083.390098,0.8358923767224519,20931.581005506916,-15984.898770793552,66066.89877079354
GOA,2017,EASTERN GOA,310,115,49,26593.5,55888949.7785348,0.2811172367835565,7475.8912364035095,11940.753176649121,41246.24682335088
GOA,2005,EASTERN GOA,232,187,0,0,0,0,0,0,0
GOA,1996,WESTERN GOA,232,200,0,0,0,0,0,0,0
GOA,1996,CENTRAL GOA,320,393,9,18097.8,52583098.5113603,0.40067966536488236,7251.420447840568,3885.0159222324855,32310.58407776751
GOA,2021,CENTRAL GOA,232,292,0,0,0,0,0,0,0
GOA,2021,CENTRAL GOA,320,292,0,0,0,0,0,0,0
GOA,2015,WESTERN GOA,232,189,0,0,0,0,0,0,0
GOA,1996,CENTRAL GOA,310,393,31,3208.8,807634.392344847,0.28006881468788475,898.6848125704846,1447.3777673618504,4970.22223263815
GOA,2021,EASTERN GOA,320,123,0,0,0,0,0,0,0
GOA,2021,WESTERN GOA,320,114,0,0,0,0,0,0,0
GOA,2021,EASTERN GOA,232,123,0,0,0,0,0,0,0
GOA,2021,EASTERN GOA,310,123,33,19697,22178120.4451997,0.23909048001969513,4709.365184947935,10466.644237502049,28927.35576249795
GOA,2021,WESTERN GOA,310,114,1,160.9,25877.7497640586,0.9997863668224943,160.86562642173934,-154.39662778660906,476.19662778660904
GOA,2013,CENTRAL GOA,232,313,1,3978.5,15828410.0257268,0.9999983503035402,3978.4934366826346,-3819.347135897964,11776.347135897964
GOA,2007,WESTERN GOA,320,205,3,1144.3,456556.604420294,0.5904830245239818,675.6897249627924,-180.05186092707322,2468.6518609270734
GOA,2011,EASTERN GOA,310,124,37,25415.2,54153046.2882124,0.2895462298648265,7358.875341260538,10991.804331129346,39838.59566887066
GOA,2011,CENTRAL GOA,320,383,4,26624,245383716.912052,0.5883687062062274,15664.728434034598,-4078.8677307078106,57326.86773070781
GOA,2019,CENTRAL GOA,320,297,1,4877.7,23792279.3026048,1.0000067672346438,4877.733008540422,-4682.656696739227,14438.056696739226
GOA,1987,WESTERN GOA,310,177,32,655.3,38251.9494412962,0.29846033257538995,195.58105593665303,271.96113036416,1038.63886963584
GOA,2017,EASTERN GOA,232,115,0,0,0,0,0,0,0
GOA,2017,WESTERN GOA,320,125,0,0,0,0,0,0,0
GOA,2019,CENTRAL GOA,310,297,70,13313.2,6291435.91175968,0.18840500347153516,2508.273492217242,8396.983955254207,18229.416044745794
GOA,2015,EASTERN GOA,232,148,1,803.8,646133.005778735,1.0000298448654414,803.8239893028417,-771.6950190335697,2379.2950190335696
GOA,2015,EASTERN GOA,320,148,0,0,0,0,0,0,0
GOA,2011,WESTERN GOA,232,163,0,0,0,0,0,0,0
GOA,2019,EASTERN GOA,310,121,38,8548.4,3994479.76274722,0.2338004146058962,1998.619464217043,4631.105850134595,12465.694149865405
GOA,2015,WESTERN GOA,320,189,1,1862.4,3468417.51103236,0.9999832422069771,1862.3687902862741,-1787.842828961097,5512.642828961098
GOA,2015,CENTRAL GOA,310,434,40,18743.9,58776013.8747282,0.4090158200080126,7666.551628648189,3717.458807849551,33770.34119215045
GOA,1984,WESTERN GOA,232,242,0,0,0,0,0,0,0
GOA,1984,WESTERN GOA,310,242,5,42.5,351.217436797182,0.4409599071903305,18.740796055589048,5.768039731045469,79.23196026895454
GOA,2007,WESTERN GOA,232,205,0,0,0,0,0,0,0
GOA,2015,CENTRAL GOA,232,434,1,5127.1,26287202.5642122,1.0000009159262617,5127.104696045537,-4922.025204249252,15176.225204249253
GOA,2015,CENTRAL GOA,320,434,5,69070.2,1631336770.31663,0.5847646340791997,40389.81022877713,-10093.828048403186,148234.22804840317
GOA,2015,EASTERN GOA,310,148,35,32952.8,115470129.850361,0.3260937721562946,10745.702855111946,11891.222403980591,54014.37759601942
GOA,1984,CENTRAL GOA,310,485,57,2141.2,334357.614005848,0.2700526068905802,578.2366418741102,1007.8561819267438,3274.543818073256
GOA,2019,WESTERN GOA,310,123,2,152.7,12814.8916159986,0.7413417035098206,113.20287812594961,-69.17764112686123,374.5776411268612
GOA,1987,WESTERN GOA,320,177,2,400,125832.865056708,0.886823210456529,354.7292841826116,-295.26939699791876,1095.2693969979186
GOA,2017,EASTERN GOA,320,115,0,0,0,0,0,0,0
GOA,1984,CENTRAL GOA,232,485,3,5650.4,14288182.6227879,0.6689740985224327,3779.971246291154,-1758.3436427306615,13059.143642730662
AI,2000,ALEUTIANS,310,361,0,0,0,0,0,0,0
AI,1997,S BERING SEA,320,52,10,2485.7,515818.754760881,0.2889347997119718,718.2052316440482,1078.0177459776653,3893.3822540223346
AI,2002,S BERING SEA,320,61,3,360.4,57171.1203664276,0.6634429282249116,239.10483133225813,-108.24546941122594,829.0454694112259
AI,2002,ALEUTIANS,320,353,1,175.8,30901.1851397411,0.9999279254400534,175.7873292923614,-168.7431654130283,520.3431654130284
AI,2014,S BERING SEA,320,44,0,0,0,0,0,0,0
AI,2014,ALEUTIANS,232,366,0,0,0,0,0,0,0
AI,2006,S BERING SEA,232,44,0,0,0,0,0,0,0
AI,2006,ALEUTIANS,232,313,0,0,0,0,0,0,0
AI,2006,ALEUTIANS,320,313,0,0,0,0,0,0,0
AI,2022,S BERING SEA,310,47,0,0,0,0,0,0,0
AI,1980,ALEUTIANS,310,109,0,0,0,0,0,0,0
AI,1980,ALEUTIANS,320,109,0,0,0,0,0,0,0
AI,1980,S BERING SEA,310,18,0,0,0,0,0,0,0
AI,1991,S BERING SEA,320,55,1,1735.6,3012428.93900372,1.0000201801746071,1735.635024711048,-1666.2446484336538,5137.444648433653
AI,1983,ALEUTIANS,310,256,2,1.1,0.539010202050097,0.6674301288531306,0.7341731417384437,-0.33897935780734967,2.53897935780735
AI,1991,ALEUTIANS,232,276,0,0,0,0,0,0,0
AI,1991,S BERING SEA,232,55,0,0,0,0,0,0,0
AI,1991,S BERING SEA,310,55,0,0,0,0,0,0,0
AI,2012,S BERING SEA,320,55,1,21.9,478.882125596447,0.9992408928339809,21.88337555306418,-20.99141608400579,64.79141608400579
AI,2016,ALEUTIANS,232,376,0,0,0,0,0,0,0
AI,2016,ALEUTIANS,320,376,0,0,0,0,0,0,0
AI,2016,S BERING SEA,310,43,0,0,0,0,0,0,0
AI,2016,S BERING SEA,320,43,0,0,0,0,0,0,0
AI,2016,S BERING SEA,232,43,0,0,0,0,0,0,0
AI,1997,ALEUTIANS,232,344,0,0,0,0,0,0,0
AI,1997,S BERING SEA,232,52,0,0,0,0,0,0,0
AI,1997,ALEUTIANS,310,344,0,0,0,0,0,0,0
AI,1994,S BERING SEA,310,64,6,38.7,283.016425713103,0.4347052206156116,16.82309203782417,5.72673960586463,71.67326039413538
AI,2016,ALEUTIANS,310,376,1,6.6,43.5046562646273,0.9993645394244429,6.595805960201323,-6.327779681994594,19.527779681994595
AI,2002,ALEUTIANS,232,353,1,1020.6,1041651.53680382,1.0000130453105744,1020.6133140439723,-979.8020955261858,3021.0020955261857
AI,2000,S BERING SEA,320,58,2,1715,1390761.73245878,0.687641757742649,1179.305614528643,-596.4390044761403,4026.4390044761403
AI,2000,ALEUTIANS,320,361,1,923.3,852526.804924195,1.0000257567390296,923.323781197146,-886.4146111464061,2733.014611146406
AI,1991,ALEUTIANS,320,276,2,1190.9,1116113.71013146,0.8871129645710983,1056.4628295077212,-879.7671458351333,3261.5671458351335
AI,2002,S BERING SEA,232,61,0,0,0,0,0,0,0
AI,2002,ALEUTIANS,310,353,0,0,0,0,0,0,0
AI,2002,S BERING SEA,310,61,0,0,0,0,0,0,0
AI,1991,ALEUTIANS,310,276,0,0,0,0,0,0,0
AI,1986,ALEUTIANS,310,320,5,11.4,43.2120315751491,0.5766303420416798,6.573585899275151,-1.4842283625792945,24.284228362579295
AI,2018,ALEUTIANS,320,375,0,0,0,0,0,0,0
AI,2018,S BERING SEA,232,45,0,0,0,0,0,0,0
AI,2018,ALEUTIANS,310,375,0,0,0,0,0,0,0
AI,1986,ALEUTIANS,320,320,9,1320,199325.939516579,0.33822677038845256,446.4593369127574,444.9396996509955,2195.0603003490046
AI,2012,S BERING SEA,232,55,0,0,0,0,0,0,0
AI,2012,ALEUTIANS,232,365,0,0,0,0,0,0,0
AI,2012,ALEUTIANS,320,365,0,0,0,0,0,0,0
AI,2012,S BERING SEA,310,55,0,0,0,0,0,0,0
AI,1983,S BERING SEA,310,34,1,1.2,1.41437332758915,0.991061905087007,1.1892742861044083,-1.1309776007646402,3.53097760076464
AI,1994,S BERING SEA,320,64,1,72.7,5288.21589094174,1.0002767573886002,72.72012026215124,-69.83143571381642,215.23143571381644
AI,1997,ALEUTIANS,320,344,0,0,0,0,0,0,0
AI,2010,S BERING SEA,320,51,1,74.1,5493.80155998064,1.0002723780843292,74.12018321604879,-71.17555910345561,219.3755591034556
AI,2010,ALEUTIANS,232,367,0,0,0,0,0,0,0
AI,2010,ALEUTIANS,320,367,0,0,0,0,0,0,0
AI,2010,S BERING SEA,310,51,0,0,0,0,0,0,0
AI,1994,ALEUTIANS,310,316,3,8.3,18.665341467417,0.5205229438799859,4.320340434203883,-0.16786725103960976,16.76786725103961
AI,1994,S BERING SEA,232,64,0,0,0,0,0,0,0
AI,1994,ALEUTIANS,232,316,0,0,0,0,0,0,0
