Year,pkEvent_ID,Station,Survey,Date,ET_X,ET_Y,Quad,Set_Time_Start,Set_Time_End,Pull_Time_Start,Pull_Time_End,Depth_m_Avg,Salmon_Shark,Spiny_Dogfish,Sleeper_Shark
2001,2001L01019,Q12,Prince William Sound Longline Survey,9/8/2001,-147.73942,60.59383,NW,37800,38280,54840,58680,753.85,0,0,0.407055631
2001,2001L01020,AB12,Prince William Sound Longline Survey,9/10/2001,-147.71292,60.15808,SW,28200,28680,41880,44520,251.65,0,6.334231806,0.134770889
2001,2001L01021,AD11,Prince William Sound Longline Survey,9/10/2001,-147.77033,60.07008,SW,36060,36540,49920,52800,357.65,0,10.17402945,0.267737617
2001,2001L01022,AC11,Prince William Sound Longline Survey,9/10/2001,-147.76508,60.09117,SW,46740,47220,61920,64320,345.15,0,3.099730458,0
2001,2001L01023,U19,Prince William Sound Longline Survey,9/11/2001,-147.15233,60.44475,SW,35280,35760,48480,51420,201.5,0,6.434316354,0
2001,2001L01024,T19,Prince William Sound Longline Survey,9/11/2001,-147.15175,60.46408,SW,42240,42720,54780,57060,208.55,0,7.258064516,0
2001,2001L01025,S2,Prince William Sound Longline Survey,9/12/2001,-148.52817,60.53233,NW,36240,36720,52080,54300,465.75,0,0,0
2001,2001L01026,S5,Prince William Sound Longline Survey,9/12/2001,-148.26817,60.52958,NW,47340,47820,61800,63900,527.95,0,0,0
2001,2001L01027,P13,Prince William Sound Longline Survey,9/13/2001,-147.65817,60.63175,NW,33360,33840,49800,52440,731.85,0,0,0.403225806
2001,2001L01028,N13,Prince William Sound Longline Survey,9/13/2001,-147.65958,60.71533,NW,40620,41160,58800,63840,680.1,0,0,1.086956522
2001,2001L01029,O14,Prince William Sound Longline Survey,9/13/2001,-147.57733,60.701,NW,56100,56580,70320,73800,482.6,0,0,0.268817204
2001,2001L01030,L16,Prince William Sound Longline Survey,9/14/2001,-147.352,60.82233,NW,32940,33420,46980,50220,471.7,0,0,0.538358008
2001,2001L01031,K17,Prince William Sound Longline Survey,9/14/2001,-147.3165,60.83467,NW,38580,39060,51600,54900,227.85,0,2.818791946,0
2001,2001L01032,L13,Prince William Sound Longline Survey,9/15/2001,-147.603,60.797,NW,26640,27180,41100,45480,501.45,0,0.135501355,1.761517615
2001,2001L01033,O12,Prince William Sound Longline Survey,9/15/2001,-147.69967,60.67742,NW,33900,34380,51180,53580,749.6,0,0,0.13568521
2001,2001L01034,M14,Prince William Sound Longline Survey,9/15/2001,-147.57167,60.76117,NW,47040,47520,62520,66060,568.1,0,0,0.405405405
2001,2001L01035,S10,Prince William Sound Longline Survey,9/16/2001,-147.8365,60.52933,NW,30180,30660,44760,47760,649.55,0,0,0.269905533
2002,2002L01001,Q8,Prince William Sound Longline Survey,9/5/2002,-148.04292,60.59192,NW,36000,36480,50400,54300,611,0,0,0.4048583
2002,2002L01002,P8,Prince William Sound Longline Survey,9/5/2002,-148.033,60.63217,NW,39960,40440,56340,61080,457,0,0,1.353179973
2002,2002L01003,M3,Prince William Sound Longline Survey,9/6/2002,-148.43867,60.78342,NW,47280,47760,60360,62940,319,0,0,0
2002,2002L01004,K5,Prince William Sound Longline Survey,9/7/2002,-148.2525,60.84342,NW,29640,30120,44400,46500,363.5,0,0,0
2002,2002L01005,M8,Prince William Sound Longline Survey,9/7/2002,-148.03658,60.771,NW,39960,40440,53460,56700,394,0,0,0.269905533
2002,2002L01006,M5,Prince William Sound Longline Survey,9/7/2002,-148.27367,60.78067,NW,49200,49680,62580,64980,430,0,0,0.134952767
2002,2002L01007,Q19,Prince William Sound Longline Survey,9/8/2002,-147.09567,60.61817,NW,37800,38280,51240,55200,301,0,0.134770889,0.673854447
2002,2002L01008,P19,Prince William Sound Longline Survey,9/8/2002,-147.08758,60.65742,NW,45960,46380,62520,66540,277.5,0,0.67294751,0.403768506
2002,2002L01009,P12,Prince William Sound Longline Survey,9/9/2002,-147.72258,60.65442,NW,37020,37560,53160,55800,750,0,0,0.134952767
2002,2002L01010,O13,Prince William Sound Longline Survey,9/9/2002,-147.66292,60.67708,NW,44880,45360,59820,62220,742,0,0,0.13568521
2002,2002L01011,S24,Prince William Sound Longline Survey,9/12/2002,-146.762,60.53283,NE,32580,33060,45840,48480,362.5,0,1.082543978,0.270635995
2002,2002L01012,L28,Prince William Sound Longline Survey,9/14/2002,-146.35242,60.80392,NE,37980,38460,50820,53880,208,0,1.478494624,0.134408602
2002,2002L01013,L27,Prince William Sound Longline Survey,9/14/2002,-146.4515,60.79425,NE,42960,43440,57360,60720,215.5,0,1.610738255,0
2002,2002L01014,H14,Prince William Sound Longline Survey,9/15/2002,-147.55842,60.96658,NW,33720,34140,45600,48300,275.5,0,0,0
2002,2002L01015,I14,Prince William Sound Longline Survey,9/15/2002,-147.57558,60.92533,NW,39240,39780,57360,60780,314.5,0,0,0
2002,2002L01016,N10,Prince William Sound Longline Survey,9/16/2002,-147.85075,60.729,NW,40680,41160,54720,57780,488,0,0,0.135135135
2002,2002L01017,N14,Prince William Sound Longline Survey,9/16/2002,-147.58125,60.72975,NW,48060,48600,63360,67200,552.5,0,0,0.673854447
2002,2002L01018,S12,Prince William Sound Longline Survey,9/17/2002,-147.71683,60.53492,NW,36960,37500,51900,53400,668,0,0,0.135317997
2002,2002L01019,S11,Prince William Sound Longline Survey,9/17/2002,-147.81608,60.5305,NW,42900,43380,58620,61740,729,0,0,0.4048583
2002,2002L01020,R9,Prince William Sound Longline Survey,9/18/2002,-147.96483,60.56267,NW,30240,30780,45960,49140,625.5,0,0,0.135317997
2002,2002L01021,S10,Prince William Sound Longline Survey,9/18/2002,-147.83858,60.52367,NW,34560,35040,53400,56580,688.5,0,0,0.809716599
2002,2002L01022,S5,Prince William Sound Longline Survey,9/20/2002,-148.28258,60.5345,NW,40440,40920,55080,58020,519.5,0,0,0.134589502
2002,2002L01023,R6,Prince William Sound Longline Survey,9/20/2002,-148.21667,60.57258,NW,44940,45420,61440,63960,621.5,0,0,0
2002,2002L01024,N8,Prince William Sound Longline Survey,9/21/2002,-148.06167,60.718,NW,41040,41520,54720,57240,439,0,0,0.134770889
2002,2002L01025,M9,Prince William Sound Longline Survey,9/21/2002,-147.9695,60.76658,NW,44940,45420,60600,62340,324.5,0,0.134228188,0
2002,2002L01026,L18,Prince William Sound Longline Survey,9/22/2002,-147.1895,60.807,NW,31680,32160,46800,51300,379.5,0,0.4048583,0.539811066
2002,2002L01027,M16,Prince William Sound Longline Survey,9/22/2002,-147.39217,60.77492,NW,37440,37920,55740,60960,457.5,0,0.135501355,1.490514905
2002,2002L01028,L17,Prince William Sound Longline Survey,9/22/2002,-147.29467,60.81842,NW,52800,53280,66120,71940,455.5,0,0.27100271,1.761517615
2002,2002L01029,Q12,Prince William Sound Longline Survey,9/23/2002,-147.73108,60.59383,NW,31500,31920,48600,52080,760,0,0,0.135135135
2002,2002L01030,R12,Prince William Sound Longline Survey,9/23/2002,-147.73208,60.5785,NW,37380,37860,54780,58140,752.5,0,0,0.405405405
2002,2002L02001,AF40,North Gulf Coast Longline Survey,9/2/2002,-149.17633,59.97117,NG,34680,35160,49800,52200,201.5,0,1.474530831,0
2002,2002L02002,AF41,North Gulf Coast Longline Survey,9/2/2002,-149.149,59.97575,NG,44880,45360,59400,62100,194.5,0,1.34589502,0
2002,2002L02003,AH41,North Gulf Coast Longline Survey,9/3/2002,-149.11333,59.90358,NG,30120,30600,42900,46620,205.5,0,2.288021534,0
2002,2002L02004,AG40,North Gulf Coast Longline Survey,9/3/2002,-149.17625,59.929,NG,38640,39120,49620,52200,203.5,0,0.536912752,0
2002,2002L02005,AG41,North Gulf Coast Longline Survey,9/3/2002,-149.1255,59.927,NG,47760,48240,61020,63540,195,0,1.351351351,0
2002,2002L02006,AH40,North Gulf Coast Longline Survey,9/4/2002,-149.18483,59.90458,NG,22860,23340,35220,37740,198,0,0.943396226,0
2003,2003L01001,S11,Prince William Sound Longline Survey,9/9/2003,-147.7945,60.53825,NW,39000,39900,55380,59820,390.5,0,0,0.135317997
2003,2003L01002,S9,Prince William Sound Longline Survey,9/9/2003,-147.97692,60.53658,NW,47700,48300,63600,68400,294.5,0,6.081081081,0
2003,2003L01003,R19,Prince William Sound Longline Survey,9/10/2003,-147.10875,60.55892,NW,35520,36120,48300,52920,232,0,18.15754339,0
2003,2003L01004,S20,Prince William Sound Longline Survey,9/10/2003,-147.02408,60.52333,NW,39900,40500,56580,64200,322.5,0,5.49132948,0
2003,2003L01005,N18,Prince William Sound Longline Survey,9/11/2003,-147.16817,60.7325,NW,30600,30240,47520,50400,382.5,0,0.539811066,1.079622132
2003,2003L01006,P18,Prince William Sound Longline Survey,9/11/2003,-147.17,60.64675,NW,35100,35820,56880,61200,231,0,12.59720062,0.311041991
2003,2003L01007,O18,Prince William Sound Longline Survey,9/11/2003,-147.18483,60.6875,NW,52200,52800,65700,69600,265,0,10.13513514,0
2003,2003L01008,Q19,Prince William Sound Longline Survey,9/12/2003,-147.08767,60.60458,NW,31800,32400,44700,49260,305,0,3.527815468,0.13568521
2003,2003L01009,R20,Prince William Sound Longline Survey,9/12/2003,-147.005,60.66117,NW,37200,37800,54600,60660,445.5,0,0.271370421,1.221166893
2003,2003L01010,G14,Prince William Sound Longline Survey,9/13/2003,-147.57167,61.00058,NW,30900,31500,43800,48300,216.5,0,0.403225806,0
2003,2003L01011,K14,Prince William Sound Longline Survey,9/13/2003,-147.51517,60.85833,NW,36600,37200,57000,62400,421.5,0,0.940860215,0
2003,2003L01012,L15,Prince William Sound Longline Survey,9/13/2003,-147.46875,60.81408,NW,54300,54600,66000,71100,477.5,0,0.267379679,0.267379679
2003,2003L01013,O14,Prince William Sound Longline Survey,9/14/2003,-147.57725,60.69733,NW,33300,33900,47700,52440,505.5,0,0.134770889,0.269541779
2003,2003L01014,P13,Prince William Sound Longline Survey,9/14/2003,-147.62267,60.65192,NW,37200,37800,55800,59400,658,0,0,0.135135135
2003,2003L01015,R10,Prince William Sound Longline Survey,9/16/2003,-147.84417,60.56008,NW,36000,36600,48900,53700,401,0,0,0.401606426
2003,2003L01016,R8,Prince William Sound Longline Survey,9/16/2003,-148.01583,60.57808,NW,41400,42000,60900,64500,603.5,0,0,0.269541779
2003,2003L01017,Q10,Prince William Sound Longline Survey,9/16/2003,-147.89842,60.61717,NW,56700,57300,70800,76200,501,0,0.144300144,0.577200577
2003,2003L01018,R6,Prince William Sound Longline Survey,9/17/2003,-148.21642,60.56233,NW,33900,34800,47700,52200,595,0,0,0
2003,2003L01019,S5,Prince William Sound Longline Survey,9/17/2003,-148.27808,60.52392,NW,38100,38700,58200,61800,517,0,0,0
2003,2003L01020,L5,Prince William Sound Longline Survey,9/18/2003,-148.29075,60.79733,NW,28800,29700,42000,45000,426,0,0,0
2003,2003L01021,M3,Prince William Sound Longline Survey,9/18/2003,-148.45783,60.77758,NW,34800,35700,52800,55200,311,0,0,0
2003,2003L01022,M5,Prince William Sound Longline Survey,9/18/2003,-148.28717,60.77617,NW,48600,49500,62100,66600,426,0,0,0.134228188
2003,2003L01023,Q12,Prince William Sound Longline Survey,9/19/2003,-147.67033,60.60217,NW,32400,33300,48600,52200,760.5,0,0,0.27027027
2003,2003L01024,R12,Prince William Sound Longline Survey,9/19/2003,-147.70833,60.56742,NW,39300,40200,56100,61200,748.5,0,0,0.402684564
2003,2003L01025,M14,Prince William Sound Longline Survey,9/21/2003,-147.57467,60.76067,NW,36000,36720,51900,57300,571.5,0,0.135317997,0.270635995
2003,2003L01026,L16,Prince William Sound Longline Survey,9/21/2003,-147.37117,60.82083,NW,43500,44100,61500,66000,471.5,0,0.679347826,0.27173913
2003,2003L01027,N13,Prince William Sound Longline Survey,9/22/2003,-147.66033,60.72283,NW,29700,30300,42900,47100,671.5,0,0,0.133511348
2003,2003L01028,N11,Prince William Sound Longline Survey,9/22/2003,-147.75617,60.734,NW,34800,35700,53100,60300,535,0,0,1.353179973
2003,2003L01029,N12,Prince William Sound Longline Survey,9/22/2003,-147.68033,60.72317,NW,49200,50100,64200,69300,624.5,0,0.134952767,0.539811066
2003,2003L01030,J7,Prince William Sound Longline Survey,9/23/2003,-148.13042,60.90608,NW,32100,32700,48600,52800,392.5,0,0,0
2003,2003L01031,M6,Prince William Sound Longline Survey,9/23/2003,-148.19408,60.7685,NW,41100,42000,57600,61440,429,0,0.134228188,0.67114094
2004,2004L01001,O14,Prince William Sound Longline Survey,8/31/2004,-147.568,60.69925,NW,29220,29820,42360,48000,407.5,0,0,0.541271989
2004,2004L01002,R14,Prince William Sound Longline Survey,8/31/2004,-147.51975,60.55825,NW,35400,36000,54000,58200,227,0,0.269541779,0.269541779
2004,2004L01003,S20,Prince William Sound Longline Survey,9/1/2004,-147.00683,60.52633,NW,30480,31200,43380,47220,338,0,1.34589502,0.67294751
2004,2004L01004,R20,Prince William Sound Longline Survey,9/1/2004,-147.00991,60.55742,NW,36000,36900,53700,58500,324,0,1.886792453,0.943396226
2004,2004L01005,R19,Prince William Sound Longline Survey,9/1/2004,-147.09192,60.5525,NW,48840,49500,62400,66600,243.5,0,5.510752688,0.134408602
2004,2004L01006,S2,Prince William Sound Longline Survey,9/2/2004,-148.53641,60.5305,NW,43200,43920,57000,60000,463,0,0,0
2004,2004L01007,S4,Prince William Sound Longline Survey,9/2/2004,-148.36617,60.52692,NW,51600,52320,65160,69300,402,0,0,0.673854447
2004,2004L01008,R6,Prince William Sound Longline Survey,9/3/2004,-148.21675,60.56117,NW,29700,30600,44100,48000,622.5,0,0,0
2004,2004L01009,Q8,Prince William Sound Longline Survey,9/3/2004,-148.03859,60.59417,NW,36180,36900,53700,58200,607.5,0,0,0.27027027
2004,2004L01010,M13,Prince William Sound Longline Survey,9/5/2004,-147.6115,60.75675,NW,30600,31320,43980,47820,609.5,0,0,0
2004,2004L01011,M14,Prince William Sound Longline Survey,9/5/2004,-147.54808,60.76742,NW,35880,36480,55980,60540,540,0,0.135135135,0.27027027
2004,2004L01012,M15,Prince William Sound Longline Survey,9/5/2004,-147.46483,60.77833,NW,51480,52200,65100,73200,470,0,0,1.478494624
2004,2004L01013,M11,Prince William Sound Longline Survey,9/6/2004,-147.82275,60.77859,NW,33300,34080,46620,50700,213,0,0.134408602,0
2004,2004L01014,N11,Prince William Sound Longline Survey,9/6/2004,-147.7665,60.73633,NW,38460,39240,55140,61260,531.5,0,0,0.67294751
2004,2004L01015,M19,Prince William Sound Longline Survey,9/7/2004,-147.09483,60.76592,NW,32520,33240,45720,50340,451.5,0,0.943396226,0.808625337
2004,2004L01016,M18,Prince William Sound Longline Survey,9/7/2004,-147.17392,60.77283,NW,37320,37980,55500,61740,384,0,1.494565217,1.630434783
2004,2004L01017,P13,Prince William Sound Longline Survey,9/8/2004,-147.65417,60.64008,NW,32580,33360,46500,51000,707,0,0,0
2004,2004L01018,O12,Prince William Sound Longline Survey,9/8/2004,-147.6805,60.67991,NW,4320,40800,54300,58680,745,0,0,0.22675737
2004,2004L01019,L9,Prince William Sound Longline Survey,9/10/2004,-147.95075,60.79516,NW,29100,29820,40800,44400,255,0,0,0
2004,2004L01020,M9,Prince William Sound Longline Survey,9/10/2004,-147.95275,60.76675,NW,35520,36240,50100,53700,324.5,0,0.672043011,0
2004,2004L01021,M8,Prince William Sound Longline Survey,9/10/2004,-148.04675,60.7635,NW,47340,48000,60600,64860,403.5,0,0,0
2004,2004L01022,S11,Prince William Sound Longline Survey,9/11/2004,-147.76625,60.53733,NW,32400,33300,45480,49200,700.5,0,0,0.134589502
2004,2004L01023,R10,Prince William Sound Longline Survey,9/11/2004,-147.85458,60.55025,NW,38280,39000,52800,57840,481.5,0,0,0.407608696
2004,2004L01024,R11,Prince William Sound Longline Survey,9/12/2004,-147.77709,60.56141,NW,31920,32580,45060,48360,761,0,0,0
2004,2004L01025,P12,Prince William Sound Longline Survey,9/12/2004,-147.73367,60.64667,NW,38400,39300,54240,57840,757.5,0,0,0.136054422
2004,2004L01026,L3,Prince William Sound Longline Survey,9/12/2004,-148.4785,60.82475,NW,50700,51240,62040,,760,0,0,0
2004,2004L01027,M5,Prince William Sound Longline Survey,9/13/2004,-148.29591,60.77317,NW,35520,36480,48300,51900,341,0,0,0.81300813
2004,2004L01028,J7,Prince William Sound Longline Survey,9/13/2004,-148.12575,60.90259,NW,42480,43080,57300,62100,426.5,0,0,0
2004,2004L01029,I6,Prince William Sound Longline Survey,9/14/2004,-148.17859,60.94783,NW,32160,32880,44400,48840,392.5,0,0,0
2005,2005L01001,N22,Prince William Sound Longline Survey,8/30/2005,-146.87242,60.72617,NE,39420,40080,52020,58500,436.5,0,0.269541779,1.482479784
2005,2005L01002,L22,Prince William Sound Longline Survey,8/30/2005,-146.88825,60.79908,NE,45300,46020,61920,66000,296.5,0,2.297297297,0.405405405
2005,2005L01003,Q14,Prince William Sound Longline Survey,8/31/2005,-147.57633,60.60525,NW,28920,29640,42600,47100,336,0,0.133868809,0.267737617
2005,2005L01004,Q12,Prince William Sound Longline Survey,8/31/2005,-147.67808,60.59858,NW,34200,35100,50280,53760,746.5,0,0,0
2005,2005L01005,S12,Prince William Sound Longline Survey,8/31/2005,-147.73283,60.53283,NW,56640,57420,69000,71400,650,0,0,0.134952767
2005,2005L01006,Q6,Prince William Sound Longline Survey,9/1/2005,-148.19892,60.59125,NW,29400,30180,43320,46680,577,0,0,0.134770889
2005,2005L01007,R5,Prince William Sound Longline Survey,9/1/2005,-148.25925,60.54908,NW,36840,37500,50280,53400,520.5,0,0,0
2005,2005L01008,N19,Prince William Sound Longline Survey,9/2/2005,-147.09875,60.72142,NW,30600,31200,53460,57900,432,0,0.944669366,0.134952767
2005,2005L01009,O20,Prince William Sound Longline Survey,9/2/2005,-147.05033,60.69292,NW,36000,36780,42180,45660,445.5,0,0.943396226,0.943396226
2005,2005L01010,O22,Prince William Sound Longline Survey,9/2/2005,-146.891,60.69667,NE,48900,49800,62820,67200,419.5,0,0.674763833,1.079622132
2005,2005L01011,L27,Prince William Sound Longline Survey,9/3/2005,-146.46325,60.7965,NE,26400,27240,40080,42780,198.5,0,1.209677419,0
2005,2005L01012,M23,Prince William Sound Longline Survey,9/3/2005,-146.78958,60.75817,NE,34680,35400,48060,51000,198,0,16.08579088,0.402144772
2005,2005L01013,I24,Prince William Sound Longline Survey,9/5/2005,-146.708,60.94658,NE,28200,28860,39840,,206.5,0,0.541271989,0
2005,2005L01014,G23,Prince William Sound Longline Survey,9/5/2005,-146.76767,61.02067,NE,34200,34800,,,350.5,0,0.134770889,0.134770889
2005,2005L01015,I22,Prince William Sound Longline Survey,9/5/2005,-146.8965,60.93408,NE,52200,52860,,,318.5,0,1.08401084,0.135501355
2005,2005L01016,J21,Prince William Sound Longline Survey,9/6/2005,-146.98725,60.88883,NE,31200,32400,43500,47400,363,0,2.953020134,0.805369128
2005,2005L01017,H22,Prince William Sound Longline Survey,9/6/2005,-146.83633,60.97692,NE,38820,39600,50700,54900,320,0,0,0.269541779
2005,2005L01018,R9,Prince William Sound Longline Survey,9/7/2005,-147.98517,60.57158,NW,28500,29100,40260,43200,623.5,0,0,0.269179004
2005,2005L01019,Q10,Prince William Sound Longline Survey,9/7/2005,-147.88783,60.61117,NW,34800,35460,48780,52800,390,0,0.133511348,0.267022697
2005,2005L01020,S10,Prince William Sound Longline Survey,9/7/2005,-147.89583,60.53808,NW,46080,46740,57600,60600,622.5,0,0,0
2005,2005L01021,P23,Prince William Sound Longline Survey,9/8/2005,-146.82417,60.64483,NE,30180,31020,41700,45600,433,0,1.876675603,0.402144772
2005,2005L01022,Q24,Prince William Sound Longline Survey,9/8/2005,-146.74578,60.60144,NE,36840,37560,49800,52920,360,0,8.613728129,0.807537012
2005,2005L01023,N17,Prince William Sound Longline Survey,9/10/2005,-147.24708,60.74458,NW,29520,30180,42000,43620,275.5,0,5.241935484,0
2005,2005L01024,L15,Prince William Sound Longline Survey,9/10/2005,-147.444,60.81425,NW,36000,40320,48480,50880,471,0,3.494623656,0.134408602
2005,2005L01025,M16,Prince William Sound Longline Survey,9/10/2005,-147.35717,60.76942,NW,45000,45720,58320,60240,439,0,1.342281879,0.134228188
2005,2005L01026,Q13,Prince William Sound Longline Survey,9/11/2005,-147.6295,60.69508,NW,33900,34620,45960,49080,627.5,0,0.269905533,0.134952767
2005,2005L01027,N13,Prince William Sound Longline Survey,9/11/2005,-147.61167,60.73625,NW,40500,41400,53580,56280,621.5,0,0,0
2005,2005L01028,N11,Prince William Sound Longline Survey,9/12/2005,-147.75442,60.73817,NW,29460,30180,41280,44160,531.5,0,0.135135135,0
2005,2005L01029,M8,Prince William Sound Longline Survey,9/12/2005,-148.04342,60.76217,NW,34380,35100,51180,55080,402,0,0.270635995,0
2005,2005L01030,L9,Prince William Sound Longline Survey,9/12/2005,-147.93958,60.7935,NW,47700,48600,59880,62940,246,0,0.539811066,0
2005,2005L01031,H7,Prince William Sound Longline Survey,9/12/2005,-148.12642,60.96225,NW,28560,29340,40440,42720,338,0,0,0.27100271
2005,2005L01032,H8,Prince William Sound Longline Survey,9/12/2005,-148.08025,60.9685,NW,34680,35400,46320,48600,314,0,0,0.270635995
2006,2006L01001,X14,Prince William Sound Longline Survey,9/2/2006,-147.55405,60.298,SW,28380,29160,39960,46320,233,0,6.368563686,1.89701897
2006,2006L01002,T14,Prince William Sound Longline Survey,9/2/2006,-147.51793,60.46873,SW,33420,34020,51840,56160,207,0,7.055630936,0
2006,2006L01003,T20,Prince William Sound Longline Survey,9/3/2006,-147.03227,60.46864,SW,24240,24900,35340,39000,260,0,6.385869565,0.135869565
2006,2006L01004,V23,Prince William Sound Longline Survey,9/3/2006,-146.80573,60.40139,SE,30660,31320,46620,50820,289,0,7.848443843,0.947225981
2006,2006L01005,S23,Prince William Sound Longline Survey,9/3/2006,-146.82558,60.51874,NE,42480,43080,55200,59400,427,0,1.756756757,1.081081081
2006,2006L01006,Q22,Prince William Sound Longline Survey,9/4/2006,-146.85337,60.61442,NE,25380,26100,35700,42600,456,0,0.542740841,0.814111262
2006,2006L01007,R22,Prince William Sound Longline Survey,9/4/2006,-146.85245,60.57518,NE,32700,33360,45000,51300,450,0,0.949796472,0.542740841
2006,2006L01008,AB11,Prince William Sound Longline Survey,9/7/2006,-147.81778,60.15507,SW,19860,20580,31260,34500,279,0,1.073825503,0.268456376
2006,2006L01009,AA8,Prince William Sound Longline Survey,9/7/2006,-148.01736,60.20311,SW,27420,28080,41940,45000,257,0,0.672043011,0
2006,2006L01010,Z8,Prince William Sound Longline Survey,9/7/2006,-148.06398,60.23013,SW,38880,39540,51000,53760,482,0,0,0
2006,2006L01011,AE10,Prince William Sound Longline Survey,9/8/2006,-147.83736,60.01697,SW,27120,27780,38400,41580,256,0,15.22029372,0.801068091
2006,2006L01012,AE12,Prince William Sound Longline Survey,9/8/2006,-147.72966,60.01014,SW,34260,34920,46500,50400,219,0,36.84913218,0
2006,2006L01013,AC5,Prince William Sound Longline Survey,9/9/2006,-148.32641,60.10788,SW,24360,24480,35280,38700,266,0,10.79622132,0
2006,2006L01014,AE4,Prince William Sound Longline Survey,9/9/2006,-148.35422,60.02326,SW,30300,31080,45000,47400,264,0,28.83845127,0
2006,2006L01015,AB5,Prince William Sound Longline Survey,9/9/2006,-148.3188,60.13446,SW,40320,41040,51120,54300,264,0,13.76518219,0.134952767
2006,2006L01016,S12,Prince William Sound Longline Survey,9/10/2006,-147.72904,60.52863,NW,23580,24240,34200,38700,446,0,0,0.134048257
2006,2006L01017,U9,Prince William Sound Longline Survey,9/10/2006,-147.92755,60.42968,SW,29040,29820,43920,47220,276,0,0,0
2006,2006L01018,S11,Prince William Sound Longline Survey,9/10/2006,-147.78509,60.53075,NW,39540,40320,52680,56400,679,0,0,0.402684564
2006,2006L01019,R12,Prince William Sound Longline Survey,9/11/2006,-147.69649,60.55183,NW,22740,23400,34800,38100,708,0,0.134589502,0.269179004
2006,2006L01020,R10,Prince William Sound Longline Survey,9/11/2006,-147.88739,60.55388,NW,30300,31020,44280,49080,458,0,0,0
2006,2006L01021,Q10,Prince William Sound Longline Survey,9/11/2006,-147.91117,60.59754,NW,41580,42300,53460,57480,486,0,0,0.803212851
2006,2006L01022,M22,Prince William Sound Longline Survey,9/14/2006,-146.85366,60.76348,NE,22440,23040,32940,37500,398,0,4.34192673,0.407055631
2006,2006L01023,M19,Prince William Sound Longline Survey,9/14/2006,-147.09098,60.76811,NW,28500,29160,45240,49560,450,0,2.445652174,1.086956522
2006,2006L01024,K20,Prince William Sound Longline Survey,9/14/2006,-147.06195,60.85491,NW,41640,42360,54240,58020,401,0,4.200542005,0.677506775
2006,2006L01025,L13,Prince William Sound Longline Survey,9/15/2006,-147.60701,60.79903,NW,24720,25380,37320,41760,502,0,0.673854447,0.539083558
2006,2006L01026,M13,Prince William Sound Longline Survey,9/15/2006,-147.62937,60.76073,NW,34620,35400,46800,49980,621,0,0.539083558,0
2006,2006L01027,O11,Prince William Sound Longline Survey,9/16/2006,-147.81376,60.6901,NW,22440,23100,33960,37500,236,0,1.476510067,0
2006,2006L01028,P12,Prince William Sound Longline Survey,9/16/2006,-147.74695,60.64567,NW,31080,31740,44040,46560,750,0,0,0
2006,2006L01029,N11,Prince William Sound Longline Survey,9/16/2006,-147.7639,60.73797,NW,39120,39780,50460,53220,497,0,0.540540541,0
2006,2006L01030,M9,Prince William Sound Longline Survey,9/17/2006,-147.93093,60.77152,NW,24840,25560,35820,38580,352,0,0.134952767,0.134952767
2006,2006L01031,L6,Prince William Sound Longline Survey,9/17/2006,-148.20529,60.80687,NW,30600,31320,43080,46020,425,0,0,0.4048583
2006,2006L01032,J14,Prince William Sound Longline Survey,9/18/2006,-147.51614,60.88276,NW,21420,22140,32460,35460,386,0,2.010723861,0.670241287
2006,2006L01033,L14,Prince William Sound Longline Survey,9/18/2006,-147.54181,60.81559,NW,28860,29640,40020,43800,472,0,1.894451962,0.676589986
